ISBN,Titulo,Autor,Ano,Editora,ID_usuario,Notas
1565048687,Dark Tyrants (Vampire - the Dark Ages),Robert Hatch,1997,White Wolf Pub,28523,6
553158473,Sea Horse (Saddle Club (Paperback)),Bonnie Bryant,1990,Skylark Books,28523,6
553159836,Racehorse (Saddle Club (Paperback)),Bonnie Bryant,1996,Skylark Books,28523,2
1565049497,"Widow's Might (Clan Novel: Tremere Trilogy, Book 3)",Eric Griffin,2002,White Wolf Publishing,28523,1
1565048873,Clan Lasombra Trilogy: Sacrifices,Bruce Baugh,2002,White Wolf Publishing,28523,1
1565049713,Predator & Prey: Werewolf (Vampire: The Masquerade Predator &amp; Prey),White Wolf,2001,White Wolf Publishing,28523,4
671227718,TEAMSTERS,Steven Brill,1978,Simon & Schuster,28523,8
1556983565,Trek: The Printed Adventures,James Van Hise,1993,Movie Publisher Services,28523,1
440213746,"X,Y",Michael Blumlein,1993,Dell Publishing Company,28523,10
2894299516,Goldilocks and the Three Bears,Robyn Bryant,1995,Tormont Publications,28523,4
760701105,Dali,Gilles Neret,0,Barnes Noble Books,28523,2
189825642X,Apple Branch,Alexei Kondratiev,1998,Collins Pr,28523,2
60174730,Big Girls Don't Cry,Connie Briscoe,1996,HarperCollins Publishers,28523,7
312856644,The Incredible Shrinking Man : A Novel,Richard Matheson,2001,Tor Books,28523,10
812550048,Dancing Bears,Fred Saberhagen,1997,Tor Books,28523,2
1572970553,Quantum Leap: Double or Nothing (Quantum Leap),C. J. Henderson,1995,Berkley Publishing Group,28523,8
385308183,Tunes for Bears to Dance to,Robert Cormier,1992,Delacorte Press,28523,9
698110161,The Janus Imperative,Evelyn Anthony,1980,Putnam Pub Group,28523,2
696014904,Better Homes and Gardens Crafts to Decorate Your Home,Not Applicable (Na ),1986,Meredith Books,28523,1
60117648,The lifeship,Gordon R Dickson,1976,Harper & Row,28523,8
345329201,Truly Tasteless Jokes,Blanche Knott,1990,Ballantine Books,28523,5
60123648,Time Enough (A Cass Canfield Book),Emily Kimbrough,1974,Harpercollins,28523,2
312006101,An Infinite Number of Monkeys,Les Roberts,1987,Horizon Book Promotions,28523,4
385297858,Which Reminds Me,Tony Randall,1989,Bantam Dell Pub Group,28523,8
345392884,Why Things Are & Why Things Aren't,Joel Achenbach,1996,Ballantine Books,28523,2
999740503X,World Without End Amen,Jimmy Breslin,1973,Penguin USA (T),28523,0
800716744,Joy for the Heart,Helen Steiner Rice,1992,Fleming H. Revell Company,28523,9
038506098X,Menfreya in the Morning,Victoria Holt,1966,Bantam Dell Pub Group,28523,0
385194005,Pargeters/a Historical Novel of Seventeenth-Century England,Norah Lofts,1986,Doubleday Books,28523,8
884113531,A Candle in Her Heart,Emilie Loring,1982,Amereon Ltd,28523,7
395356334,Playing Catch-Up,"Alfred Bertram, Jr. Guthrie",1985,Houghton Mifflin Company,28523,10
385034989,Consenting Adult,Laura Keane Zametkin Hobson,1975,Bantam Dell Pub Group,28523,8
681409827,Celebration of the Dream Machine: Harley Davidson,Graham Scott,1990,Borders Press,28523,9
671226568,IN NATL INTEREST,Marvin L. Kalb,1977,Simon & Schuster,28523,2
553050796,Portrait of a Married Woman,Sally Mandel,1986,Bantam Dell Pub Group,28523,8
385130287,Those the sun has loved,Rose Jourdain,1978,Doubleday,28523,4
671220608,WATCHMANS STONE,Rona Randall,1975,Simon & Schuster,28523,8
800716752,Women and Stress: A Practical Approach to Managing Tension,Jean Lush,1992,Baker Pub Group,28523,7
039453090X,C.B. Greenfield: A Little Madness,Lucille Kallen,1986,Random House Inc,28523,7
30865727,The crown of Mexico;: Maximilian and his Empress Carlota,Joan Haslip,1972,"Holt, Rinehart and Winston",28523,3
135743362,"Family Harmony: Coping With Your \""Challenging\"" Relatives",Denise Lang,1990,Simon & Schuster,28523,10
139771816,You're never too young,Lawrence Welk,1981,Prentice-Hall,28523,4
873412869,But I Digress (Comics Buyer's Guide),Peter David,1994,Krause Publications,28523,3
1575663554,Murder on 34th Street,Edward Koch,1998,Kensington Publishing Corporation,28523,5
451166396,Tar Baby,Toni Morrison,1983,Signet Book,28523,9
671870866,Survival (Star Trek : the Next Generation),Peter David,1993,Aladdin,28523,8
312558341,My life with Elvis,Becky Yancey,1977,St. Martin's Press,28523,10
570040906,What Happened When Grandma Died?,Peggy Barker,1982,Concordia Publishing House,28523,2
156476723X,Gifts from the Heart,Dolley Carlson,1998,Chariot Victor Publishing,28523,3
940462265,Bathroom Football Book,Jack Kriesmer,1990,Red-Letter Press,28523,3
399516263,The Art of Cartooning,Jack Markow,1990,Perigee Books,28523,4
812509153,Chimaera's Copper (Adventures of Kelvin of Rud),Piers Anthony,1991,Tor Books,28523,10
688062903,Sketching Outdoors in Winter,Jim Arnosky,1988,Harpercollins Juvenile Books,28523,7
688062881,Sketching Outdoors in Autumn,Jim Arnosky,1988,Harpercollins Juvenile Books,28523,0
671567810,Warped (Star Trek: Deep Space Nine),K.W. Jeter,1996,Star Trek,28523,7
533117887,There Is No Such Thing As a Poor American,William J. Sr. Owen,1996,Vantage Pr,28523,0
671019198,"Constitution (Star Trek: My Brother's Keeper, Book 2)",Michael Jan Friedman,1998,Star Trek,28523,7
789451530,National Audubon Society Birder's Handbook (Smithsonian Handbooks Regional Bird Guides),Stephen W. Kress,2000,Dorling Kindersley Publishing,28523,8
394995821,One Teddy Bear Is Enough (Please Read to Me),Ginnie Hofmann,1991,Random House Childrens Books,28523,9
192834185,Much Ado About Nothing (Oxford World's Classics),William Shakespeare,1998,Oxford University Press,28523,1
671743570,"Romulan Way (Classic Star Trek 35) (Star Trek, No 35)",Diane Duane,1991,Star Trek,28523,9
60194219,Irish Eyes: A Callahan Garrity Mystery (Callahan Garrity Mysteries (Hardcover)),Kathy Trocheck,2000,HarperCollins Publishers,28523,2
136589073,Human Resource Management,Gray Dessler,1994,Prentice Hall,28523,6
553289330,The Horror Club,Mark Morris,1991,Spectra Books,28523,6
394474724,Psychoanalysis and feminism,Juliet Mitchell,1974,Pantheon Books,28523,1
743456831,Gateways #7:  What Lay Beyond (Star Trek),Diane Carey,2002,Star Trek,28523,3
965693015,Japan and the United States in the Developing World,Gustav Ranis,1997,Intl Center for Economic Growth,28523,7
440211433,The Orpheus Process,Daniel H. Gower,1992,Dell Publishing Company,28523,8
446514225,"Adulthood Rites: Xenogenesis (Butler, Octavia//Xenogenesis)",Octavia E. Butler,1988,Warner Books Inc,28523,7
836217411,"May the Force Be With Us, Please (A FoxTrot Collection)",Bill Amend,1994,Andrews McMeel Publishing,28523,2
034525452X,"The world of science fiction, 1926-1976: The history of a subculture",Lester Del Rey,1979,Ballantine Books,28523,5
1593301235,"Growing Up Irish Catholic, and Surviving My Mom's Eleven Sisters",Pat Carey,2003,Aventine Press,28523,8
1565049217,The Hope: A Novel,James Lovegrove,1995,White Wolf Pub,28523,8
440155029,Marathon Man,William Goldman,1984,Dell Publishing Company,28523,5
553577751,"Replicant Night (Blade Runner, Book 3)",K. W. Jeter,1997,Bantam Books,28523,0
156504925X,"Widow's Walk (Clan Novel: Tremere Trilogy, Book 1)",Eric Griffin,2001,White Wolf Publishing,28523,10
1565049357,"Widow's Weeds (Clan Novel: Tremere Trilogy, Book 2)",Eric Griffin,2001,White Wolf Publishing,28523,5
679438882,The Unusual Life of Tristan Smith,Peter Carey,1995,Alfred A. Knopf,28523,6
671014234,"Marooned (Star Trek Voyager, No 14)",Christie Golden,1997,Star Trek,28523,0
932966772,The Nihilesthete,Richard Kalich,1987,Permanent Pr Pub Co,28523,10
812562720,The Dragon and the Fair Maid of Kent,Gordon R. Dickson,2001,Tor Books,28523,9
9993763128,Star Wars: From the Adventures of Luke Skywalker,George Lucas,1989,Ballantine Books,28523,2
835911071,Star Trek Next Generation: Contamination,John Vornholt,1994,Globe Fearon,28523,2
965095827,The Bliss of Freedom: A Contemporary Mystic's Enlightening Journey,Master Charles Cannon,1997,Acacia Pub. Corp.,28523,2
1560769114,Realms of Infamy (Forgotten Realms),James Lowder,1994,Wizards of the Coast,28523,1
876051905,Adopting the Racing Greyhound,Cynthia A. Branigan,1992,John Wiley & Sons,28523,7
425191052,Murderers Prefer Blondes (Paige Turner Mysteries),Amanda Matetsky,2003,Berkley Publishing Group,28523,8
345335554,Source of Magic #02,Piers Anthony,1979,Del Rey Books,28523,0
345335716,Centaur Aisle,Piers Anthony,1986,Del Rey Books,28523,0
671559869,The 40-Minute War,Janet Morris,1985,Baen,28523,3
967499402,The Magic Flute,Keith D. Jones,1999,Stormsdream,28525,10
1560766034,"The Obsidian Oracle (Dark Sun Prism Pentad, Book 4)",Troy Denning,1993,Wizards of the Coast (Mm),28525,9
1560762365,"The Amber Enchantress (Dark Sun Novels, Prism Pentad, Book 3)",Troy Denning,1992,Wizards of the Coast,28525,9
1560762608,"The Crimson Legion (Prism Pentad, Book 2)",Troy Denning,1992,Wizards of the Coast,28525,0
9681500512,"Metamorfosis, La",Franz Kafka,1991,"Editores Mexicanos Unidos, S.A.",28525,10
156076676X,"The Outcast (Dark Sun, Tribe of One Trilogy, Book No 1)",Simon Hawke,1993,Wizards of the Coast,28526,10
812549511,There Will Be War,J. E. Pournelle,1986,Tor Books,28528,7
671024027,"The War of the Prophets (Star Trek Deep Space Nine, Millennium Book 2 of 3)",Judith Reeves-Stevens,2000,Star Trek,28529,10
671024019,"The Fall of Terok Nor (Star Trek Deep Space Nine, Millennium Book 1 of 3)",Judith Reeves-Stevens,2000,Star Trek,28534,3
671462148,Inferno,Larry Niven,1982,Pocket,28534,8
1592220096,"Myth Alliances (Myth Adventures, 13)",Robert Asprin,2003,Meisha Merlin Publishing,28534,7
413326705,Hedda Gabler (Methuen's Theatre Classics),Henrik Ibsen,2001,Methuen,28534,5
441805868,Shadows of Sanctuary (Thieves World #3),Robert Asprin,1985,Ace Books,28534,8
140033955,Solzhenitsyn,Leopold Labedz,1972,Penguin Books Ltd,28534,6
1569712530,Gunsmith Cats Misfire,Dark Horse Comics,1997,Dark Horse Comics,28534,0
1591160391,The Big O (Big O),Hitoshi Ariga,2002,Viz Graphic Novels,28534,2
1569712158,Gunsmith Cats: Bonnie & Clyde,Dark Horse Comics,1996,Dark Horse Comics,28534,9
1892065894,Something M. Y. T. H. Inc.,Robert Lynn Asprin,2002,Meisha Merlin Publishing,28534,0
805051767,A Five-Year Plan,Philip Kerr,1998,Henry Holt & Company,28534,3
812912721,Garvey,Steve Garvey,1986,Random House Inc,28537,3
809241552,"Alfred H. Barr, Jr.: Missionary for the Modern",Alice Goldfarb Marquis,1990,NTC/Contemporary Publishing Company,28537,5
812523997,One Man's Universe: The Continuing Chronicles of Arthur Morton McAndrew (Tor Science Fiction),Charles Sheffield,1993,Tor Books,28537,3
618134700,"The Annotated Hobbit: The Hobbit, Or, There and Back Again",J.R.R. Tolkien,2002,Houghton Mifflin Company,28537,7
688066909,Slick: My Life in and Around Baseball,Whitey Ford,1987,Harpercollins,28537,5
61092169,"Lords and Ladies: A Novel of Discworld (Pratchett, Terry. Discworld Series.)",Terry Pratchett,1995,Harper Mass Market Paperbacks,28537,4
29340020,FIRST UNIVERSAL NATION,Ben J. Watenberg,1992,Touchstone,28537,9
812539370,The Callahan Chronicals,Spider Robinson,1997,Tor Books,28537,8
802471757,Whatever Happened to the American Dream,Larry Burkett,1993,Moody Pr,28537,10
374523401,Preservationist's Progress: Architectural Adventures in Conserving Yesterday's Houses,Hugh Howard,1992,Farrar Straus & Giroux,28537,4
440220580,"Accusations (Babylon 5, Book 2)",Lois Tilton,1995,Dell Publishing Company,28537,0
441777848,Space Viking,H. Beam Piper,1983,Ace Books,28537,10
312042809,A Chorus Line and the Musicals of Michael Bennett,Ken Mandelbaum,1990,St Martins Pr,28537,9
441055079,Berserkers Planet,Fred Saberhagen,1986,Ace Books,28537,1
812550595,Berserker Kill,Fred Saberhagen,1995,Tor Books,28537,7
874774225,Jacob Atabet (Library of spiritual adventure),Michael Murphy,1988,Putnam Pub Group,28537,6
671877402,A DARKER GEOMETRY: A MAN-KZIN NOVEL,Mark O. Martin,1996,Baen,28537,1
801497620,"Moscow, Germany, and the West from Khrushchev to Gorbachev (Studies of the Harriman Institute)",Michael J. Sodaro,1991,Cornell University Press,28537,9
451157044,Equal Rites: A Novel of Discworld,Terry Pratchett,1988,Roc,28537,5
809239876,Toyland: The High-Stakes Game of the Toy Industry,Sydney Ladensohn Stern,1991,McGraw-Hill,28537,0
922658110,What A Year It Was! 1948,Beverly Cohn,1997,MMS Publishing,28537,3
451157052,Pratchett 2--The Colour of Magic,Terry Pratchett,1988,Roc,28537,2
441451306,Knight Life,Peter David,1987,Ace Books,28537,8
671497669,INFERNO,Larry Niven,1983,Pocket,28537,7
688107419,"An Uncertain Hour: The French, the Germans, the Jews, the Barbie Trial, and the City of Lyon, 1940-1945",Ted Morgan,1991,Harpercollins,28537,3
553298690,Russian Spring,Norman Spinrad,1992,Spectra Books,28537,6
669208167,Managing Smart No Gimmick Hand,Arthur P. Brief,1989,Lexington Books,28537,5
873373235,The Copyright Handbook: How to Protect and Use Written Works (3rd ed.),Stephen Fishman,1996,Nolo.Com,28537,4
812548353,Alternate Tyrants,Michael D. Resnick,1997,Tor Books,28537,10
80410650,Newsmen & National Defense: Is Conflict Inevitable? (Ausa Book),Lloyd J. Matthews,1991,Brassey's Inc,28537,6
1888869178,White Light (Cortext : Science Fiction That Changed the World),Rudy Rucker,1997,Hardwired,28537,10
1557830770,Passion and Prejudice: A Family Memoir,Sallie Bingham,1991,Applause Theatre & Cinema Book Publishers,28537,7
812553276,Berserker Base,Fred Saberhagen,1987,Tor Books,28537,6
688108997,Stabbed With a Wedge of Cheese: ...And Other Cultural Oddities,Charles Downey,1992,Harpercollins,28537,4
155778227X,The Moscow Correspondents: Reporting on Russia from the Revolution to Glasnost,Whitman Bassow,1989,Paragon House Publishers,28537,8
441235840,Firstflight,Chris Claremont,1987,Ace Books,28537,0
684860058,AMELIA EARHART : THE MYSTERY SOLVED,Elgen M. Long,1999,Simon & Schuster,28537,10
671020781,"Once Burned (Star Trek New Frontier: The Captain's Table, Book 5)",Peter David,1998,Star Trek,28537,5
1560442832,Beyond Fair Chase,Jim Posewitz,1994,Falcon Press Publishing,28537,5
553249762,"Mississippi (Wagons West, No 15)",Dana Fuller Ross,1985,Bantam Books,28537,5
684850648,"The Contender : Richard Nixon:  The Congress Years, 1946 to 1952",Irwin Gellman,1999,Free Press,28537,2
380816261,A Deadly Quiet : An Inupiat Eskimo Mystery (Inupiat Eskimo Mysteries),Christopher Lane,2001,Avon,28537,0
553239740,Pearl,John Steinbeck,1983,Bantam Books,28537,6
3596150019,"Ich sehe was, was du nicht siehst.",Birgit Vanderbeke,2001,"Fischer (Tb.), Frankfurt",28537,9
8474443547,Camelot,Terence H. White,1999,Debate,28537,0
080411269X,Catilina's Riddle,Steven Saylor,1994,Fawcett Books,28537,4
786881046,Pulp Fiction,Quentin Tarantino,1994,Miramax,28537,4
399103422,The Godfather,Mario Puzo,1969,Putnam Publishing Group,28537,2
8484504662,Chacal,Frederick Forsyth,2001,Debols!llo,28537,2
037310815X,"Alien Vengeance (Harlequin Presents, No 815)",Sara Craven,1985,Harlequin,28537,8
451174747,Basic Instinct (Signet),Richard Osborne,1992,Signet Books,28537,7
037305226X,"Anna'S Child (Silhouette Desire, No 226)",Angel Milan,1985,Silhouette,28537,4
671516884,Schindler's List,Thomas Keneally,1994,Simon & Schuster,28537,6
446355933,By Love Enslaved,Phoebe Conn,1989,Warner Books,28537,8
451212428,Tolkien: A Biography,Michael White,2003,New American Library,28537,8
609606247,The Child of the Holy Grail (Guenevere Novels (Hardcover)),Rosalind Miles,2001,Crown Publishing Group (NY),28537,4
61041017,The Things I Know Best,Lynne Hinton,2002,HarperTorch,28537,9
1557286094,Springs and Autumns,Baltasar Porcel,2000,University of Arkansas Press,28537,3
821775405,The Paradise Bargain,Betina Krahn,2003,Zebra Books,28537,2
8478447385,La Leyenda de Los Pendragon,Antal Szerb,2004,Siruela,28537,1
807126063,A Confederacy of Dunces,John Kennedy Toole,2000,Louisiana State University Press,28537,7
505524538,The Mackenzies: Flint (Mackenzies),Ana Leigh,2001,Love Spell,28537,4
2070385787,Histoire du Juif errant,Jean d' Ormesson,1993,Gallimard,28537,1
8484375463,El Falco del Comte,Assumpcio Cantalozella,2003,Proa,28537,10
671014226,Threads of Destiny,Arnette Lamb,1998,Pocket,28537,10
8408001558,La Prueba del Laberinto (Coleccion Autores Espa~noles E Hispanoamericanos),Fernando Sanchez Drago,1995,Planeta,28537,3
375508414,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,2002,Random House,28537,6
1557733724,Tame the Fury,Cait Logan,1990,Diamond/Charter,28537,3
9505118031,El Hombre Duplicado,Jose Saramago,2002,"Alfaguara Ediciones, S.A. (Spain)",28537,0
1582343845,Soldiers of Salamis,Javier Cercas,2004,Bloomsbury USA,28537,8
345428137,Silent Justice,William Bernhardt,2001,Ballantine Books,28537,10
671014986,FOR THE ROSES,Julie Garwood,1997,Pocket,28537,2
8435006255,Troya,Gisbert Haefs,2000,Edhasa,28537,10
1591160596,Please Save My Earth (Please Save My Earth Series),Saki Hiwatari,2003,Viz Comics,28537,2
609801104,"Opening the Doors to Hollywood : How to Sell Your Idea, Story, Screenplay, Manuscript",CARLOS DE ABREU,1997,Three Rivers Press,28537,4
8420646024,Guerra Del Tiempo,Alejo Carpentier,1996,MPI Home Video,28537,8
8420646075,Por Un Bistec - El Chinago,Jack London,1994,Alianza,28537,9
848971570X,Otelo - Con Sobrecubierta,William Shakespeare,2000,Alba,28537,4
8432207713,Tiempo De Silencio,Luis Martin-Santos,1999,Editorial Seix Barral,28537,1
842702326X,La Sangre de Los Cataros,Elizabeth Chadwick,2000,Martinez Roca,28537,1
8426401007,Dublineses,James Joyce,2000,Sites/Lumen Books,28537,3
425139476,Two Points for Murder (A Cat Caliban Mystery),D.B. Borton,1993,Berkley Publishing Group,28537,8
8432056707,"Yo, Jimmy: Mi vida entre los Franco (Serie BiografÃ­as y memorias)",JoaquÃ­n GimÃ©nez-Arnau,1981,Planeta,28537,8
449210103,Looking Out for #1,ROBERT J. RINGER,1985,Fawcett,28537,3
8401332664,"Una idea de EspaÃ±a: Ayer, hoy y maÃ±ana (Epoca. PolÃ­tica espaÃ±ola)",RamÃ³n Tamames,1985,Plaza & Janes,28537,2
8401321794,El Peregrino/the Haj,Alberto Vazquez-Figueroa,1986,Lectorum Pubns (J),28537,3
595093078,Childhood Hills,Pat Mullan,2000,iUniverse,28537,4
194216500,Sherlock Holmes Short Stories (Bookworm Series)),"Arthur Conan, Sir Doyle",1989,Oxford University Press,28537,2
075969222X,The Circle of Sodom: A Gripping New Thriller,Pat Mullan,2001,Authorhouse,28537,2
194227030,Mary Queen of Scots (Bookworms),Tim Vicary,1992,Oxford University Press,28537,1
8484280624,Fantasmagoria,Lewis Carroll,2001,Alba,28537,8
385508476,The Diary of Anne Frank: The Revised Critical Edition,Anne Frank,2003,Doubleday Books,28537,8
8493288659,El Dia Que Plegui Jordi Pujol,Albert Om,2003,Ara Llibres,28537,3
847525005X,Las Minas Del Rey Salomon,Henry R. Haggard,1985,Lectorum Pubns,28537,6
8475251293,Ella,Henry R. Haggard,1983,Grupo Anaya Comercial,28537,7
8476406428,La judÃ­a de Toledo,Lion Feuchtwanger,2001,"Editorial Edaf, S.A.",28537,9
595204589,Island in My Pocket,Robert M. Smet,2001,Writers Club Press,28537,2
2221097491,Tehanu,Ursula K. Le Guin,2002,Robert Laffont,28537,3
8426403018,Rojo y Negro,Stendhal,2001,Lumen Espana,28537,5
8474239974,Tratado de La Tolerancia,Voltaire,2003,Critica,28537,2
844066141X,"Fuegos del Eden, Los",Dan Simmons,1996,Ediciones B,28539,10
754107035,Dark Blood,William Lee,1999,Minerva Press,28539,1
785911820,Memoires d'Outre Tombe,FrancoisÂ­Rene de Chateaubriand,1980,French & European Pubns,28539,10
8429715045,Tots els contes (Les Millors obres de la literatura catalana ; 18),MercÃ¨ Rodoreda,1979,Edicions 62,28539,8
194229408,The Elephant Man: Level 1 (Oxford Bookworms Library),Tim Vicary,2000,Oxford University Press,28539,3
8427027532,Las Puertas Templarias,Javier Sierra,2002,Planeta,28539,5
9580441731,La sirenita,Disney,1997,Grupo Editorial Norma,28540,7
8478642803,El gato con botas,Margarita Ruiz,2002,"Combel Ediciones Editorial Esin, S.A.",28543,1
8478642161,Cenicienta,Isabel Diaz,2002,Editorial Esin,28543,9
553289209,Deadly Relations,Carol Donahue,1991,Bantam Books,28543,5
847864217X,Blancanieves y los siete enanitos,Isabel Diaz,2002,"Combel Ediciones Editorial Esin, S.A.",28543,4
8478642188,Pinocho,Margarita Ruiz,2002,"Combel Ediciones Editorial Esin, S.A.",28543,7
847864377X,Hansel y Gretel,Enriqueta Capellades,2002,"Combel Ediciones Editorial Esin, S.A.",28543,8
843928991X,El Laboratorio de Los Misterios,Cristina Lastrego,1995,Everest Pub,28543,10
8439289928,El Castillo de Los Fantasmas,Cristina Lastrego,1995,Everest Pub,28543,0
8439289944,La Gruta de Las Sirenas,Cristina Lastrego,1995,Everest Pub,28543,3
967565804,Cuando cantan los lagartos,Miguel Santana,1999,Alligator Press,28548,4
8427010656,Encinta Y En Forma/Pregnant and in Shape,Francoise Labro,1986,Lectorum Pubns (Adult),28548,9
8486344573,La vida secreta del niÃ±o antes de nacer,"Thomas, Dr Verny",1988,Urano,28548,1
425174204,Fever,Robin Cook,2000,Berkley Publishing Group,28548,9
8471787261,GuarniciÃ³n de silla (ColecciÃ³n En cuarto mayor),Alfonso Grosso,1984,Editorial Argos Vergara,28550,0
8401351650,El peso de la paja,Terenci Moix,1990,Plaza & JanÃ©s,28552,0
8401321085,Yaiza (OcÃ©ano),Alberto Vazquez-Figueroa,1986,Lectorum Pubns (J),28552,2
140105580X,Enemies: Mussolini and the Antifascists,Patrick J. Gallo,2002,Xlibris Corporation,28552,2
1558514716,Graphical Applications With Tcl and Tk,Eric F. Johnson,1996,John Wiley & Sons,28552,8
307101525,Walt Disney's Bambi and the Butterfly (First Little Golden Book),Walt Disney Productions,1983,Golden Books,28552,6
1571515461,Picture Me Cute As Can Bee (Picture Me),J. Thompson,1998,Picture Me Books,28553,0
61073423,Playboy Book of Science Fiction,Alice K. Turner,1999,Eos,28559,5
307740145,The Little Mermaid (A Golden Sight 'n' Sound Book),Francese Mateu,1991,Golden Books,28562,10
471115223,User-Centered Application Design with Visual Basic,Peter D. Varhol,1995,John Wiley & Sons,28566,8
879051213,Figures of Speech: Sixty Ways to Turn a Phrase,Arthur Quinn,1982,Gibbs Smith,28567,10
1567140637,"Doorway to Doom (Strange Matter ; Vol, 20)",Engle,1996,Frontline Publications,28568,7
671692542,"Tale Of Benjamin Bunny, The",Beatrix Potter,1990,Little Simon,28571,7
307282112,Can We Color It? Yes We Can!,Gavin Lines,2001,Golden Books,28572,7
2251000,NBA: The Official Fan's Guide,Mark Vancil,1995,Harpercollins,28572,4
517550784,Illustrated guide to Wine,George Rainbird,1984,Random House Value Publishing,28573,1
789704641,Using Powerpoint for Windows 95: Special Edition (Using ... (Que)),Rich Grace,1995,Que,28575,5
805410007,"The Mysterious Treasure of the Slimy Sea Cave (Heebie Jeebies, 3)",Rod Randall,1999,Broadman & Holman Pub,28575,4
385140843,Jack London: Sailor on Horseback,Irving Stone,1978,Bantam Dell Pub Group,28575,9
448093588,Friends in Need (Land Before Time),Jim Razzi,1988,Grosset & Dunlap,28575,4
1901881660,Bear Prayers (Paws for Thought),Tessa Richardson-Jones,1998,Element Books,28575,8
895774801,How Many Animals in Songbird Jungle (A Little Look Around Book),Stewart Cowley,1993,Simon & Schuster Merchandise &amp;,28575,0
789700840,Using Word for Windows 95 (Using ... (Que)),Ron Person,1995,Macmillan Computer Pub,28582,3
081674517X,"Good Night, Bear (Troll First-Start Science)",Joanne Mattern,1999,Troll Communications,28582,4
590350323,Ghost School,Eth Clifford,1998,Little Apple Books (Scholastic),28582,5
517008556,Hatchet Job,J.E. Neighbors,1988,Random House Inc,28582,5
059047782X,Clifford's Happy Easter (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1995,Scholastic,28582,4
039475686X,Word smart: Building an educated vocabulary,Adam Robinson,1988,Villard Books,28585,10
449134164,The House Guests (Gm),John D. MacDonald,1973,Fawcett Books,28585,2
345420985,"Video Movie Guide 2000 (Video Movie Guide, 2000)",Mick Martin,1999,Ballantine Books,28585,10
374518009,Listening With the Third Ear: The Inner Experience of a Psychoanalyst,Theodor Reik,1983,Farrar Straus Giroux,28585,1
130804614,Advanced Java Development for Enterprise Applications,Cliff Berg,1998,Prentice Hall PTR,28586,9
671811088,HT MAKE WTH ANOTHR,R. B. Austin,1977,Pocket,28587,7
137669658,Core Java 1.1 Volume II Advanced Features,Cay S. Horstmann,1998,Prentice Hall PTR,28587,5
590466305,The Norfin Trolls Campout Adventure: Camp-Out Adventure (A Norfin Troll Tale),Karen Berman Nagel,1993,Scholastic Paperbacks (T),28588,4
067230872X,Oracle Unleashed,Rachel Becker,1996,SAMS,28589,6
201539926,"C++ Programming Language, The",Bjarne Stroustrup,1991,Addison-Wesley,28591,0
471165182,Java Database Programming,Brian  Jepson,1996,Wiley,28591,8
135657636,"Java by Example (Java Series (Mountain View, Calif.).)",Jerry R. Jackson,1996,SunSoft Press,28591,2
201379279,Advanced CORBA(R) Programming with C++,Michi Henning,1999,Addison-Wesley Professional,28591,4
448401061,Old Macdonald Had a Farm (Pudgy Pals),R.W. Alley,1991,Grosset & Dunlap,28591,0
471247650,Java Programming With Corba,Andreas Vogel,1998,John Wiley & Sons Inc,28591,7
201854910,Bringing Design to Software,Terry Winograd,1996,Addison-Wesley Professional,28591,8
64602052,Statistical Problems and How to Solve Them (Barnes & Noble problems book),L. H. Longley-Cook,1985,Harpercollins,28591,6
60150424,In Search of Excellence: Lessons from America's Best-Run Companies,Thomas J. Peters,1982,Harpercollins,28591,6
9998560802,Alfred Hitchcock's a Mystery by the Tale,Alfred Hitchcock,1988,Book Sales,28591,6
1556114117,The Eighth Day of the Week: A Novel,Alfred Coppel,1994,Penguin USA,28591,6
440228212,Meet the Stars of Dawson's Creek (Laurel-Leaf Books),Grace Catalano,1998,Laurel-Leaf Books,28591,4
307125955,"Baby Grizzly (Look, Look)",Beth Spanjian,1990,Golden Books,28591,7
394717813,Growth of the Soil,KNUT HAMSUN,1972,Vintage,28591,1
887434320,The Cat That Sat-Level 1 (School Zone Start to Read Book),Marie Vinje,1994,School Zone Publishing Company,28591,7
1565651006,How to reach your favorite star II,Fiona Fox,1993,Contemporary Books,28591,8
1565076869,Love to Love You: Creating Romantic Moments Together,Bill Farrel,1997,Harvest House Publishers,28591,9
937147028,Cosmic Revelation,Ann & Essene Valentin,1987,Bookpeople,28591,7
451173813,Leonard Maltin's Movie and Video Guide 1993,Leonard Maltin,1992,Signet Book,28591,9
140082670,Brothers and Keepers,John Edgar Wideman,1985,Penguin USA,28591,1
1585420646,Rumi: In the Arms of the Beloved,Jonathan Star,2000,Jeremy P. Tarcher,28591,1
307082806,Batman III,Golden Books,1995,Golden Books,28591,9
808577514,Famous American Plays of the 1940's,Henry Hewes,1999,Bt Bound,28591,3
440418216,"Nate the Great, San Francisco Detective (Nate the Great (Paper))",MARJORIE SHARMAT,2002,Yearling,28591,2
938410865,Mindfield,Gregory Corso,1989,Pub Group West,28591,0
70304300,Sociology,Paul B Horton,1980,McGraw-Hill,28591,8
345421027,Just Jackie: Her Private Years,Edward Klein,1998,Ballantine Books,28591,1
805420487,The Great Divorce,C. S. Lewis,2000,Broadman & Holman Pub,28591,4
132147262,A Diplomatic History of the American People,Thomas Andrew Bailey,1980,Prentice Hall,28591,9
